120 10
1 110 115 46,7
1 111 116 55,7
1 112 117 55,0
1 113 118 53,2
1 114 119 48,9
1 115 120 53,2
1 1 7 57,5
1 2 8 58,6
1 3 9 57,2
1 4 10 59,6
1 5 11 59,2
1 6 12 57,3
1 7 13 65,5
1 8 14 54,5
1 9 15 50,5
1 10 16 48,0
1 11 17 52,5
1 12 18 57,8
1 13 19 60,4
1 14 20 58,6
1 15 21 62,5
1 16 22 57,5
1 17 23 48,8
1 18 24 60,9
1 19 25 47,4
1 20 26 51,9
1 21 27 58,5
1 22 28 68,5
1 23 29 62,2
1 24 30 69,1
1 25 31 59,8
1 26 32 61,5
1 27 33 62,1
1 28 34 58,2
1 29 35 54,7
1 30 36 61,6
1 31 37 63,6
1 32 38 60,6
1 33 39 57,7
1 34 40 63,5
1 35 41 56,3
1 36 42 59,2
1 37 43 54,7
1 38 44 56,0
1 39 45 57,6
1 40 46 53,6
1 41 47 56,3
1 42 48 57,7
1 43 49 53,2
1 44 50 56,2
1 45 51 48,3
1 46 52 51,4
1 47 53 65,0
1 48 54 63,4
1 49 55 66,1
1 50 56 66,9
1 51 57 59,8
1 52 58 63,6
1 53 59 65,6
1 54 60 64,4
1 55 61 66,3
1 56 62 70,3
1 57 63 63,7
1 58 64 67,8
1 59 65 62,8
1 60 66 61,3
1 61 67 65,1
1 62 68 62,6
1 63 69 57,9
1 64 70 58,2
1 65 71 54,7
1 66 72 64,3
1 67 73 62,8
1 68 74 62,8
1 69 75 68,9
1 70 76 61,7
1 71 77 50,3
1 72 78 45,5
1 73 79 52,3
1 74 80 60,6
1 75 81 59,9
1 76 82 60,9
1 77 83 65,5
1 78 84 59,7
1 79 85 62,1
1 80 86 67,6
1 81 87 54,5
1 82 88 63,1
1 83 89 54,2
1 84 90 49,3
1 85 91 56,4
1 86 92 51,2
1 87 93 52,4
1 88 94 62,6
1 89 95 60,9
1 90 96 59,6
1 91 97 55,8
1 92 98 50,9
1 93 99 56,8
1 94 100 56,4
1 95 101 59,8
1 96 102 62,9
1 97 103 63,7
1 98 104 64,9
1 99 105 61,3
1 100 106 63,1
1 101 107 65,2
1 102 108 63,1
1 103 109 62,2
1 104 110 66,5
1 105 111 73,2
1 106 112 72,5
1 107 113 59,1
1 108 114 55,8
1 109 115 49,1
1 110 116 60,6
1 111 117 60,6
1 112 118 59,8
1 113 119 57,1
1 114 120 55,9
1 1 8 59,3
1 2 9 67,7
1 3 10 65,9
1 4 11 60,7
1 5 12 66,5
1 6 13 73,7
1 7 14 66,5
1 8 15 55,6
1 9 16 53,2
1 10 17 57,3
1 11 18 65,1
1 12 19 63,2
1 13 20 62,8
1 14 21 65,6
1 15 22 63,4
1 16 23 59,3
1 17 24 62,1
1 18 25 64,2
1 19 26 58,6
1 20 27 58,9
1 21 28 72,7
1 22 29 70,3
1 23 30 69,6
1 24 31 75,7
1 25 32 70,7
1 26 33 64,1
1 27 34 72,0
1 28 35 66,2
1 29 36 66,4
1 30 37 66,8
1 31 38 66,7
1 32 39 66,0
1 33 40 66,1
1 34 41 73,0
1 35 42 61,0
1 36 43 60,3
1 37 44 60,9
1 38 45 62,6
1 39 46 63,4
1 40 47 63,2
1 41 48 63,7
1 42 49 58,0
1 43 50 60,3
1 44 51 61,5
1 45 52 59,1
1 46 53 66,0
1 47 54 68,7
1 48 55 69,7
1 49 56 67,6
1 50 57 70,5
1 51 58 71,9
1 52 59 73,8
1 53 60 72,6
1 54 61 79,5
1 55 62 77,4
1 56 63 70,6
1 57 64 68,2
1 58 65 73,4
1 59 66 68,5
1 60 67 66,9
1 61 68 67,9
1 62 69 63,4
1 63 70 66,4
1 64 71 63,2
1 65 72 65,2
1 66 73 70,4
1 67 74 68,2
1 68 75 70,4
1 69 76 70,1
1 70 77 65,0
1 71 78 50,8
1 72 79 55,8
1 73 80 64,0
1 74 81 65,9
1 75 82 74,4
1 76 83 73,6
1 77 84 66,9
1 78 85 66,1
1 79 86 70,5
1 80 87 70,8
1 81 88 63,9
1 82 89 64,6
1 83 90 63,0
1 84 91 58,6
1 85 92 57,3
1 86 93 57,1
1 87 94 63,0
1 88 95 70,3
1 89 96 61,8
1 90 97 63,9
1 91 98 56,5
1 92 99 61,0
1 93 100 59,9
1 94 101 60,3
1 95 102 64,1
1 96 103 69,6
1 97 104 74,8
1 98 105 68,2
1 99 106 63,5
1 100 107 73,1
1 101 108 67,2
1 102 109 69,7
1 103 110 67,9
1 104 111 73,2
1 105 112 75,3
1 106 113 77,5
1 107 114 59,8
1 108 115 60,3
1 109 116 60,8
1 110 117 68,9
1 111 118 64,5
1 112 119 64,3
1 113 120 67,8
1 1 9 69,2
1 2 10 79,1
1 3 11 68,9
1 4 12 73,5
1 5 13 77,6
1 6 14 74,7
1 7 15 67,5
1 8 16 61,6
1 9 17 64,9
1 10 18 74,6
1 11 19 66,1
1 12 20 66,1
1 13 21 69,4
1 14 22 68,0
1 15 23 65,4
1 16 24 65,4
1 17 25 64,3
1 18 26 67,7
1 19 27 62,9
1 20 28 74,5
1 21 29 77,4
1 22 30 74,8
1 23 31 80,1
1 24 32 84,9
1 25 33 73,9
1 26 34 72,9
1 27 35 72,4
1 28 36 66,9
1 29 37 71,5
1 30 38 73,4
1 31 39 68,8
1 32 40 68,9
1 33 41 73,5
1 34 42 77,7
1 35 43 67,1
1 36 44 63,9
1 37 45 68,4
1 38 46 73,7
1 39 47 69,0
1 40 48 69,4
1 41 49 66,4
1 42 50 65,6
1 43 51 61,7
1 44 52 69,1
1 45 53 76,5
1 46 54 72,4
1 47 55 72,4
1 48 56 70,2
1 49 57 73,9
1 50 58 78,0
1 51 59 75,2
1 52 60 82,5
1 53 61 87,0
1 54 62 84,5
1 55 63 78,4
1 56 64 72,7
1 57 65 73,4
1 58 66 77,4
1 59 67 74,0
1 60 68 77,8
1 61 69 72,8
1 62 70 67,9
1 63 71 76,0
1 64 72 72,2
1 65 73 71,3
1 66 74 71,1
1 67 75 72,4
1 68 76 71,6
1 69 77 71,8
1 70 78 68,1
1 71 79 60,4
1 72 80 64,1
1 73 81 66,4
1 74 82 74,8
1 75 83 84,8
1 76 84 80,6
1 77 85 72,0
1 78 86 72,4
1 79 87 76,1
1 80 88 72,1
1 81 89 72,7
1 82 90 73,8
1 83 91 63,4
1 84 92 62,1
1 85 93 72,6
1 86 94 67,9
1 87 95 70,6
1 88 96 75,9
1 89 97 71,3
1 90 98 65,6
1 91 99 69,8
1 92 100 63,7
1 93 101 64,6
1 94 102 70,8
1 95 103 74,9
1 96 104 76,5
1 97 105 81,6
1 98 106 70,3
1 99 107 77,9
1 100 108 75,8
1 101 109 78,8
1 102 110 73,1
1 103 111 75,4
1 104 112 85,4
1 105 113 80,0
1 106 114 77,6
1 107 115 64,8
1 108 116 70,8
1 109 117 73,5
1 110 118 71,8
1 111 119 67,8
1 112 120 69,4
1 1 10 79,9
1 2 11 80,5
1 3 12 81,5
1 4 13 81,1
1 5 14 80,0
1 6 15 75,9
1 7 16 70,3
1 8 17 66,9
1 9 18 83,9
1 10 19 77,1
1 11 20 75,5
1 12 21 70,3
1 13 22 69,9
1 14 23 68,3
1 15 24 81,3
1 16 25 71,1
1 17 26 69,8
1 18 27 72,7
1 19 28 75,4
1 20 29 79,7
1 21 30 84,1
1 22 31 84,9
1 23 32 85,6
1 24 33 86,2
1 25 34 79,1
1 26 35 82,4
1 27 36 81,8
1 28 37 75,5
1 29 38 75,9
1 30 39 80,1
1 31 40 72,7
1 32 41 76,8
1 33 42 77,8
1 34 43 82,9
1 35 44 74,3
1 36 45 77,8
1 37 46 77,1
1 38 47 77,4
1 39 48 75,3
1 40 49 73,9
1 41 50 72,9
1 42 51 70,8
1 43 52 71,5
1 44 53 83,8
1 45 54 84,1
1 46 55 76,9
1 47 56 80,6
1 48 57 75,7
1 49 58 84,2
1 50 59 78,3
1 51 60 83,1
1 52 61 99,9
1 53 62 89,1
1 54 63 91,0
1 55 64 78,9
1 56 65 79,6
1 57 66 80,8
1 58 67 88,0
1 59 68 80,3
1 60 69 78,4
1 61 70 74,1
1 62 71 80,3
1 63 72 80,6
1 64 73 75,4
1 65 74 79,4
1 66 75 78,0
1 67 76 78,9
1 68 77 72,5
1 69 78 79,9
1 70 79 75,6
1 71 80 66,1
1 72 81 66,6
1 73 82 82,5
1 74 83 86,8
1 75 84 90,0
1 76 85 81,1
1 77 86 80,0
1 78 87 81,3
1 79 88 78,8
1 80 89 74,0
1 81 90 77,3
1 82 91 80,9
1 83 92 70,0
1 84 93 74,8
1 85 94 79,8
1 86 95 77,9
1 87 96 76,2
1 88 97 78,2
1 89 98 71,3
1 90 99 79,1
1 91 100 70,4
1 92 101 67,9
1 93 102 71,4
1 94 103 80,3
1 95 104 86,1
1 96 105 82,1
1 97 106 82,5
1 98 107 86,1
1 99 108 84,9
1 100 109 80,6
1 101 110 87,7
1 102 111 76,0
1 103 112 89,4
1 104 113 92,9
1 105 114 83,6
1 106 115 81,9
1 107 116 79,6
1 108 117 75,9
1 109 118 76,0
1 110 119 78,7
1 111 120 71,8
1 1 11 80,5
1 2 12 86,1
1 3 13 88,9
1 4 14 89,7
1 5 15 84,7
1 6 16 78,6
1 7 17 75,7
1 8 18 84,3
1 9 19 86,3
1 10 20 77,1
1 11 21 81,6
1 12 22 74,8
1 13 23 73,2
1 14 24 82,1
1 15 25 83,3
1 16 26 79,4
1 17 27 78,6
1 18 28 91,1
1 19 29 82,5
1 20 30 89,5
1 21 31 87,3
1 22 32 89,6
1 23 33 91,6
1 24 34 94,1
1 25 35 85,6
1 26 36 83,8
1 27 37 84,0
1 28 38 81,0
1 29 39 87,7
1 30 40 84,4
1 31 41 77,2
1 32 42 82,9
1 33 43 84,6
1 34 44 83,6
1 35 45 82,6
1 36 46 89,5
1 37 47 82,8
1 38 48 83,4
1 39 49 81,9
1 40 50 76,5
1 41 51 74,6
1 42 52 78,1
1 43 53 85,3
1 44 54 86,4
1 45 55 91,8
1 46 56 83,6
1 47 57 87,5
1 48 58 88,6
1 49 59 88,4
1 50 60 83,8
1 51 61 100,6
1 52 62 100,8
1 53 63 91,8
1 54 64 92,1
1 55 65 86,6
1 56 66 90,4
1 57 67 90,2
1 58 68 96,2
1 59 69 84,4
1 60 70 90,4
1 61 71 83,2
1 62 72 84,1
1 63 73 81,2
1 64 74 83,3
1 65 75 86,8
1 66 76 81,5
1 67 77 80,1
1 68 78 82,8
1 69 79 89,7
1 70 80 77,8
1 71 81 79,1
1 72 82 83,3
1 73 83 91,6
1 74 84 92,5
1 75 85 91,1
1 76 86 91,5
1 77 87 88,4
1 78 88 82,4
1 79 89 81,3
1 80 90 79,6
1 81 91 83,2
1 82 92 83,0
1 83 93 82,1
1 84 94 85,3
1 85 95 81,3
1 86 96 78,1
1 87 97 81,8
1 88 98 82,8
1 89 99 84,1
1 90 100 80,4
1 91 101 72,4
1 92 102 74,8
1 93 103 85,3
1 94 104 86,8
1 95 105 91,6
1 96 106 84,7
1 97 107 100,7
1 98 108 96,4
1 99 109 90,7
1 100 110 88,0
1 101 111 89,1
1 102 112 93,9
1 103 113 95,9
1 104 114 93,4
1 105 115 86,6
1 106 116 93,7
1 107 117 83,3
1 108 118 85,4
1 109 119 82,5
1 110 120 84,5
1 1 12 88,4
1 2 13 89,2
1 3 14 97,4
1 4 15 89,9
1 5 16 88,7
1 6 17 84,1
1 7 18 90,4
1 8 19 93,6
1 9 20 86,9
1 10 21 84,7
1 11 22 85,5
1 12 23 82,6
1 13 24 83,6
1 14 25 85,4
1 15 26 84,3
1 16 27 85,9
1 17 28 95,2
1 18 29 96,1
1 19 30 92,2
1 20 31 89,5
1 21 32 89,7
1 22 33 94,0
1 23 34 100,8
1 24 35 95,8
1 25 36 86,3
1 26 37 85,1
1 27 38 94,2
1 28 39 90,3
1 29 40 94,5
1 30 41 86,9
1 31 42 87,0
1 32 43 86,5
1 33 44 86,3
1 34 45 100,0
1 35 46 90,7
1 36 47 89,7
1 37 48 89,6
1 38 49 88,2
1 39 50 85,7
1 40 51 83,0
1 41 52 86,3
1 42 53 87,8
1 43 54 91,2
1 44 55 92,4
1 45 56 91,9
1 46 57 92,2
1 47 58 99,9
1 48 59 91,4
1 49 60 91,7
1 50 61 102,3
1 51 62 106,2
1 52 63 103,8
1 53 64 95,2
1 54 65 99,9
1 55 66 94,0
1 56 67 96,9
1 57 68 98,7
1 58 69 99,8
1 59 70 93,0
1 60 71 91,7
1 61 72 84,2
1 62 73 85,3
1 63 74 88,6
1 64 75 91,0
1 65 76 87,6
1 66 77 84,3
1 67 78 85,6
1 68 79 92,2
1 69 80 91,3
1 70 81 88,9
1 71 82 89,1
1 72 83 91,9
1 73 84 95,6
1 74 85 94,1
1 75 86 94,0
1 76 87 99,8
1 77 88 93,7
1 78 89 84,5
1 79 90 86,3
1 80 91 83,8
1 81 92 84,2
1 82 93 98,3
1 83 94 87,2
1 84 95 88,6
1 85 96 84,0
1 86 97 81,8
1 87 98 85,0
1 88 99 84,4
1 89 100 84,3
1 90 101 83,9
1 91 102 81,4
1 92 103 88,6
1 93 104 88,5
1 94 105 94,5
1 95 106 91,8
1 96 107 101,9
1 97 108 107,6
1 98 109 101,9
1 99 110 100,2
1 100 111 94,0
1 101 112 98,5
1 102 113 97,4
1 103 114 98,3
1 104 115 95,6
1 105 116 104,8
1 106 117 97,4
1 107 118 91,8
1 108 119 90,8
1 109 120 91,7
1 1 13 101,2
1 2 14 98,1
1 3 15 99,5
1 4 16 94,9
1 5 17 90,4
1 6 18 90,8
1 7 19 98,2
1 8 20 94,3
1 9 21 91,7
1 10 22 89,4
1 11 23 88,6
1 12 24 87,2
1 13 25 86,1
1 14 26 92,3
1 15 27 91,4
1 16 28 100,1
1 17 29 98,2
1 18 30 99,6
1 19 31 94,8
1 20 32 96,9
1 21 33 94,1
1 22 34 105,5
1 23 35 104,2
1 24 36 100,6
1 25 37 93,4
